,Latitude,Longitude,Order Item Discount,Order Item Product Price,Order Profit Per Order,Days for shipping (real),Days for shipment (scheduled),Late_delivery
5843,37.3288765,-121.85015109999999,6.0,299.980011,-779.0499877999999,2,1,1
5844,40.03124619,-75.18191528,8.0,399.980011,188.1499939,2,1,1
5845,42.11032867,-88.04152679,9.0,299.980011,-203.6900024,2,1,1
5846,33.10881043,-117.07599640000001,12.0,399.980011,-989.3499756000001,2,1,1
5847,33.72745132,-117.7688828,12.0,399.980011,140.83999630000002,2,1,1
5848,32.23588181,-110.8283615,9.0,299.980011,93.11000061,2,1,1
5849,36.82696152,-119.87486270000001,9.0,299.980011,98.34999847,2,1,1
5850,39.27961731,-76.71038055,9.0,299.980011,61.11000061,2,1,1
5851,40.64759827,-73.95845795,9.0,299.980011,93.11000061,2,1,1
5852,33.48989487,-117.05577849999999,12.0,299.980011,90.13999939,2,1,1
5853,37.34079361,-80.17208862,15.0,299.980011,17.67000008,2,1,1
5854,34.0015831,-118.43215179999999,20.0,399.980011,32.68000031,2,1,1
5855,34.08244705,-118.0733643,20.0,399.980011,123.4899979,2,1,1
5856,39.98654556,-75.1084671,16.5,299.980011,-53.29000092,2,1,1
5857,40.01562119,-75.08410645,22.0,399.980011,181.42999269999999,2,1,1
5858,27.9327755,-82.22817993,16.5,299.980011,21.26000023,2,1,1
5859,34.08244705,-118.0733643,22.0,399.980011,-289.9100037,2,1,1
5860,39.98654556,-75.1084671,21.0,299.980011,39.06000137,2,1,1
5861,40.65559006,-73.9330368,27.0,299.980011,8.18999958,2,1,1
5862,33.94185257,-84.08663178,48.0,399.980011,92.5699997,2,1,1
5863,40.62427139,-111.9338074,45.0,299.980011,28.80999947,2,1,1
5864,40.67916489,-73.94399262,45.0,299.980011,73.94999695,2,1,1
5865,41.89487457,-87.76678467,60.0,399.980011,95.19999695,2,1,1
5866,41.89487457,-87.76678467,64.0,399.980011,94.08000183,2,1,1
5867,32.23588181,-110.8283615,72.0,399.980011,160.71000669999998,2,1,1
5868,33.01840973,-80.14975739,60.0,299.980011,98.38999939,2,1,1
5869,33.81289673,-117.93637849999999,60.0,299.980011,30.0,2,1,1
5870,40.67544937,-73.81114197,0.620000005,31.07999992,-5.570000172,2,1,1
5871,33.80986023,-118.02008059999999,2.180000067,31.07999992,13.59000015,2,1,1
5872,42.03330612,-88.29245758,24.65999985,164.38000490000002,-97.80999756,2,1,1
5873,42.34777069,-88.2697525,29.59000015,164.38000490000002,16.85000038,2,1,1
5874,38.97784042,-76.49318695,7.0,99.98999786,29.11000061,2,1,1
5875,38.79660034,-90.34640503,0.0,129.9900055,45.5,2,1,1
5876,42.41878891,-70.98806763,1.299999952,129.9900055,32.16999817,2,1,1
