,0
0,0.6666666666666666
1,0.5333333333333333
2,0.13333333333333333
3,0.7333333333333333
4,0.7333333333333333
5,0.5333333333333333
6,0.3333333333333333
7,0.4
8,0.06666666666666667
9,0.6
10,0.6
11,0.8
12,0.6
13,0.5333333333333333
14,0.5333333333333333
15,0.6666666666666666
16,0.0
17,0.7333333333333333
18,0.0
19,0.3333333333333333
20,0.4
21,0.6
22,0.6
23,0.6
24,0.8
25,0.13333333333333333
26,0.4666666666666667
27,0.5333333333333333
28,0.2
29,0.4666666666666667
30,0.2
31,0.26666666666666666
32,0.4
33,0.5333333333333333
34,0.26666666666666666
35,0.8
36,0.4666666666666667
37,0.6
38,0.5333333333333333
39,0.2
40,0.6666666666666666
41,0.5333333333333333
42,0.7333333333333333
43,0.6666666666666666
44,0.0
45,0.6
46,0.4666666666666667
47,0.2
48,0.6
49,0.6
50,0.5333333333333333
51,0.5333333333333333
52,0.8666666666666667
53,0.4666666666666667
54,0.5333333333333333
55,0.4666666666666667
56,0.6666666666666666
57,0.26666666666666666
58,0.26666666666666666
59,0.7333333333333333
60,0.4
61,0.6
62,0.3333333333333333
63,0.3333333333333333
64,0.6666666666666666
65,0.4666666666666667
66,0.3333333333333333
67,0.6666666666666666
68,0.4666666666666667
69,0.3333333333333333
70,0.8666666666666667
71,0.6
72,0.6666666666666666
73,0.4
74,0.4
75,0.8666666666666667
76,0.2
77,0.8666666666666667
78,0.8666666666666667
79,0.13333333333333333
80,0.7333333333333333
81,0.6
82,0.3333333333333333
83,0.4666666666666667
84,0.13333333333333333
85,0.6
86,0.2
87,0.26666666666666666
88,0.0
89,0.7333333333333333
90,0.26666666666666666
91,0.26666666666666666
92,0.4
93,0.2
94,0.5333333333333333
95,0.7333333333333333
96,0.4
97,0.4666666666666667
98,0.4666666666666667
99,0.6
100,0.3333333333333333
101,0.6
102,0.6666666666666666
103,0.6666666666666666
104,0.6
105,0.6666666666666666
106,0.2
107,0.5333333333333333
108,0.7333333333333333
109,0.5333333333333333
110,0.6666666666666666
111,0.7333333333333333
112,0.7333333333333333
113,0.7333333333333333
114,0.5333333333333333
115,0.26666666666666666
116,0.4666666666666667
117,0.8
118,0.4666666666666667
119,0.6
120,0.4
121,0.26666666666666666
122,0.5333333333333333
123,0.3333333333333333
124,0.8
125,0.0
126,0.6
127,0.8
128,0.3333333333333333
129,0.3333333333333333
130,0.3333333333333333
131,0.4
132,0.6
133,0.8
134,0.6666666666666666
135,0.8
136,0.5333333333333333
137,0.6
138,0.3333333333333333
139,0.26666666666666666
140,0.6
141,0.4666666666666667
142,0.26666666666666666
143,0.5333333333333333
144,0.5333333333333333
145,0.4
146,0.6666666666666666
147,0.6666666666666666
148,0.6
149,0.26666666666666666
150,0.7333333333333333
151,0.4
152,0.8
153,0.6
154,0.2
155,0.5333333333333333
156,0.3333333333333333
157,0.6
158,0.3333333333333333
159,0.6
160,0.4666666666666667
161,0.7333333333333333
162,0.4666666666666667
163,0.6666666666666666
164,0.3333333333333333
165,0.6
166,0.6
167,0.13333333333333333
168,0.3333333333333333
169,0.06666666666666667
170,0.3333333333333333
171,0.3333333333333333
172,0.8
173,0.2
174,0.4
175,0.6666666666666666
176,0.26666666666666666
177,0.7333333333333333
178,0.2
179,0.6666666666666666
180,0.26666666666666666
181,0.6666666666666666
182,0.6
183,0.5333333333333333
184,0.6
185,0.3333333333333333
186,0.6666666666666666
187,0.5333333333333333
188,0.13333333333333333
189,0.0
190,0.5333333333333333
191,0.5333333333333333
192,0.26666666666666666
193,0.8
194,0.5333333333333333
195,0.26666666666666666
196,0.26666666666666666
197,0.26666666666666666
198,0.6
199,0.6666666666666666
200,0.6666666666666666
201,0.6
202,0.2
203,0.4
204,0.06666666666666667
205,0.3333333333333333
206,0.2
207,0.6666666666666666
208,0.5333333333333333
209,0.26666666666666666
210,0.2
211,0.6666666666666666
212,0.2
213,0.5333333333333333
214,0.6
215,0.26666666666666666
216,0.4666666666666667
217,0.6
218,0.3333333333333333
219,0.3333333333333333
220,0.4
221,0.2
222,0.6
223,0.3333333333333333
224,0.4
225,0.4
226,0.3333333333333333
227,0.2
228,0.26666666666666666
229,0.26666666666666666
230,0.26666666666666666
231,0.4
232,0.4666666666666667
233,0.3333333333333333
234,0.6666666666666666
235,0.6666666666666666
236,0.6666666666666666
237,0.3333333333333333
238,0.4666666666666667
239,0.4
240,0.26666666666666666
241,0.8
242,0.8
243,0.5333333333333333
244,0.6666666666666666
245,0.5333333333333333
246,0.4
247,0.6666666666666666
248,0.26666666666666666
249,0.6
250,0.2
251,0.5333333333333333
252,0.8
253,0.6666666666666666
254,0.26666666666666666
255,0.26666666666666666
256,0.4
257,0.3333333333333333
258,0.6666666666666666
259,0.6
260,0.3333333333333333
261,0.8
262,0.2
263,0.4
264,0.6666666666666666
265,0.26666666666666666
266,0.2
267,0.4
268,0.3333333333333333
269,0.8
270,0.4666666666666667
271,0.3333333333333333
272,0.26666666666666666
273,0.7333333333333333
274,0.7333333333333333
275,0.7333333333333333
276,0.7333333333333333
277,0.6666666666666666
278,0.6666666666666666
279,0.7333333333333333
280,0.13333333333333333
281,0.4
282,0.4666666666666667
283,0.6666666666666666
284,0.2
285,0.26666666666666666
286,0.4666666666666667
287,0.3333333333333333
288,0.7333333333333333
289,0.13333333333333333
290,0.6
291,0.0
292,0.2
293,0.4666666666666667
294,0.4
295,0.8
296,0.13333333333333333
297,0.3333333333333333
298,0.3333333333333333
299,0.4666666666666667
300,0.5333333333333333
301,0.8
302,0.26666666666666666
303,0.26666666666666666
304,0.4666666666666667
305,0.5333333333333333
306,0.6
307,0.7333333333333333
308,0.7333333333333333
309,0.3333333333333333
310,0.2
311,0.0
312,0.0
313,0.26666666666666666
314,0.5333333333333333
315,0.3333333333333333
316,0.5333333333333333
317,0.13333333333333333
318,0.3333333333333333
319,0.8
320,0.6
321,0.5333333333333333
322,0.13333333333333333
323,0.7333333333333333
324,0.5333333333333333
325,0.3333333333333333
326,0.26666666666666666
327,0.6666666666666666
328,0.2
329,0.4666666666666667
330,0.5333333333333333
331,0.8
332,0.26666666666666666
333,0.6666666666666666
334,0.5333333333333333
335,0.7333333333333333
336,0.5333333333333333
337,0.26666666666666666
338,0.7333333333333333
339,0.7333333333333333
340,0.5333333333333333
341,0.6
342,0.6
343,0.8
344,0.4
345,0.4
346,0.6666666666666666
347,0.4666666666666667
348,0.4666666666666667
349,0.8
350,0.4
351,0.6
352,0.7333333333333333
353,0.8666666666666667
354,0.4
355,0.2
356,0.6666666666666666
357,0.7333333333333333
358,0.13333333333333333
359,0.4
360,0.6666666666666666
361,0.7333333333333333
362,0.26666666666666666
363,0.2
364,0.5333333333333333
