,Latitude,Longitude,Order Item Discount,Order Item Product Price,Order Profit Per Order,Days for shipping (real),Days for shipment (scheduled),Late_delivery
0,18.2514534,-66.03705597,13.10999966,327.75,91.25,3,4,0
1,18.27945137,-66.03706360000001,16.38999939,327.75,-249.0899963,5,4,1
2,37.29223251,-121.881279,18.03000069,327.75,-247.7799988,4,4,0
3,34.12594605,-118.2910156,22.94000053,327.75,22.86000061,3,4,0
4,18.25376892,-66.03704834,29.5,327.75,134.2100067,2,4,0
5,43.01396942,-78.87906647,32.77999878,327.75,18.57999992,6,4,0
6,18.24253845,-66.03705597,39.33000183,327.75,95.18000031,2,1,1
7,25.92886925,-80.16287231,42.61000061,327.75,68.43000031,2,1,1
8,18.23322296,-66.03705597,49.15999985,327.75,133.7200012,3,2,1
9,37.77399063,-121.966629,52.43999863,327.75,132.1499939,2,1,1
10,18.28284454,-66.03705597,55.72000122,327.75,130.5800018,6,2,0
11,40.65486527,-73.58707428,59.0,327.75,45.68999863,5,2,1
12,36.676338200000004,-121.656517,65.55000305,327.75,21.76000023,4,2,1
13,18.27843857,-66.03705597,81.94000244,327.75,24.57999992,2,1,1
14,42.52627564,-70.92703247,0.0,327.75,16.38999939,2,1,1
15,18.28404999,-66.03705597,3.279999971,327.75,-259.5799866,2,1,1
16,18.395790100000003,-65.87288666,6.559999942999999,327.75,-246.3600006,5,2,1
17,33.89869309,-118.1745605,9.829999924,327.75,23.84000015,2,1,1
18,18.233778,-66.03706360000001,13.10999966,327.75,102.2600021,2,1,1
19,42.04830551,-87.96134186,16.38999939,327.75,87.18000031,0,0,0
20,33.78245163,-118.19224550000001,18.03000069,327.75,154.8600006,0,0,0
21,18.28337669,-66.03705597,22.94000053,327.75,82.30000305,5,4,1
22,38.61177445,-121.28286740000001,29.5,327.75,22.37000084,4,2,1
23,18.20733643,-66.03705597,32.77999878,327.75,17.70000076,3,2,0
24,45.78831101,-108.55941010000001,39.33000183,327.75,90.27999878,2,2,0
25,18.26163292,-66.03705597,42.61000061,327.75,131.1699982,6,2,1
26,41.23545456,-75.86985779,49.15999985,327.75,90.54000092,5,2,1
